danceability,energy,loudness,speechiness,acousticness,instrumentalness,liveness,valence,tempo,genre
0.732,,-5.935,0.0535,0.00379,0.797,0.272,0.226,,pop
,0.943,-3.604,0.0481,0.0448,3.83e-06,0.101,0.0358,127.999,pop
,0.593,-5.036,0.0323,0.093,1.65e-06,,0.104,125.026,pop
,,,0.033,0.0201,0.0,,,,pop
,,,0.342,0.0733,0.0,0.0865,0.639,135.702,pop
0.467,0.757,-3.01,0.0517,0.0866,0.0,0.0742,0.383,131.993,pop
,0.744,-5.52,0.0363,0.0234,0.000157,0.143,0.686,,pop
0.501,0.519,,0.0409,0.109,0.0,0.454,0.168,133.99,pop
0.64,0.857,-8.26,0.266,0.00164,0.557,0.336,0.645,,pop
,,-5.409,,0.0225,1.03e-06,0.244,0.896,118.021,pop
0.787,0.722,-5.43,0.0395,0.0489,0.0,0.0956,0.52,127.952,pop
0.63,0.787,,0.103,0.00489,0.0,0.134,0.466,128.997,pop
0.617,0.885,,0.0375,0.0169,0.0,0.326,0.768,139.95,pop
0.746,0.805,,0.0683,0.074,,0.0548,0.843,144.983,pop
0.695,0.88,-2.965,0.158,0.194,0.0,0.0898,0.786,127.075,pop
0.705,0.858,-3.374,0.0627,0.112,0.0,0.298,0.536,106.019,pop
0.803,,-4.939,0.0903,0.00947,0.0136,0.0823,0.467,112.986,pop
0.736,0.666,-4.503,0.0417,0.0795,1.89e-05,0.332,0.22,109.958,pop
0.826,0.569,-7.18,0.0473,0.287,,0.0449,,105.014,pop
0.837,,-7.575,0.14,0.617,,0.184,,123.972,pop
0.636,0.744,-3.799,0.0291,0.101,0.0,,,133.994,pop
0.486,,-6.197,0.115,0.0622,0.0,0.333,0.496,127.41,pop
0.789,,,0.0553,0.0403,0.0,0.0988,0.791,,pop
0.608,0.961,-2.259,0.124,0.023,,0.294,0.366,137.9,pop
0.604,0.733,-5.788,,0.105,0.0,0.25,0.399,124.885,pop
0.655,0.993,-2.026,0.0862,0.507,0.0,0.392,,93.021,pop
0.836,0.588,-7.454,0.16,0.237,,0.0618,0.636,92.985,pop
0.705,0.666,,0.0583,0.577,0.0,0.0835,0.697,,pop
0.567,,,0.139,0.0127,,,0.838,187.981,pop
0.718,,-5.715,0.0587,0.00588,1.63e-05,,0.266,117.98,pop
0.775,0.673,-6.526,0.081,0.0564,0.0,0.111,,112.059,pop
0.847,0.512,-9.071,0.053,0.152,0.000478,0.0746,,111.989,pop
,0.719,-6.341,0.0387,0.0867,0.0,0.126,0.318,,pop
0.549,0.847,-4.966,0.0483,0.0587,0.0,0.102,0.149,,pop
0.425,0.56,-6.395,0.308,0.0826,0.0,,,168.068,pop
0.716,0.463,-7.563,0.0337,0.693,,,0.342,92.023,pop
0.697,,-3.828,0.0327,0.00374,0.0,0.0424,0.748,,pop
0.866,0.746,,,0.446,0.0,0.133,,100.019,pop
0.554,0.782,-2.927,0.0367,0.198,0.0,0.0756,0.63,155.912,pop
,0.854,-3.625,0.0847,,,0.152,0.594,101.034,pop
0.711,,-0.7,0.0588,0.0445,8.83e-06,0.0537,0.866,124.988,pop
,,-2.745,,0.127,0.0,0.0702,,171.884,pop
0.392,,-2.746,0.059,0.0236,0.0,,,,pop
0.763,,,0.0626,0.0298,1.9e-05,0.652,0.953,143.994,pop
0.625,0.728,-5.486,,0.0097,0.0,0.101,0.101,96.009,pop
0.621,0.614,-5.411,0.0539,0.0462,1.8e-06,0.0452,0.727,200.012,pop
0.729,0.646,,0.0452,0.0682,0.000481,0.0484,0.543,82.49,pop
0.713,0.709,-6.451,0.0703,0.042,0.0,0.0995,,,pop
0.705,,,0.0381,0.0887,0.00485,,0.351,94.969,pop
0.62,,-4.677,0.0271,0.0634,,0.0676,,107.992,pop
0.834,,-4.603,0.0716,0.09,,0.0561,0.872,128.006,pop
0.738,,,,0.00919,0.000648,0.0772,0.599,110.024,pop
0.695,0.646,-7.103,0.032,0.0345,0.000294,0.0967,,95.007,pop
0.74,0.56,-5.566,0.0387,0.172,0.0,0.0717,0.207,111.083,pop
,0.735,,0.0873,0.0269,0.0,0.0603,0.628,99.964,pop
0.704,0.584,-7.384,0.026,0.324,0.0979,0.0965,0.752,,pop
,0.795,-5.072,0.15,,,0.125,,150.036,pop
0.539,0.739,,0.204,0.0263,0.0,0.297,0.386,173.082,pop
0.738,0.846,-5.929,0.0758,0.158,,0.0282,0.879,125.98,pop
0.802,,,0.112,0.16,0.0,0.0969,0.687,,pop
0.679,0.637,-5.683,0.0427,0.0821,1.04e-06,0.158,,105.026,pop
0.827,,-4.589,0.103,0.122,2.31e-05,0.0706,0.928,127.993,pop
0.779,0.721,-8.409,0.0487,0.00618,0.00696,0.239,0.84,121.948,pop
0.701,0.927,-3.21,0.0644,0.31,,,0.832,119.991,pop
0.625,0.905,,0.135,0.553,0.0298,,0.597,140.026,pop
,0.75,-5.824,0.033,0.14,0.000249,0.0363,0.967,114.958,pop
,0.734,-4.623,0.0324,0.0229,0.0,0.112,,,pop
0.792,,-7.876,0.163,0.0652,8.47e-05,0.145,0.784,104.996,pop
,,-1.687,0.0288,0.182,0.000776,0.245,,190.05,pop
0.633,0.706,-5.137,0.0627,0.000587,0.0795,,0.399,128.187,pop
0.652,,-3.104,0.0723,0.0976,,0.0844,0.562,108.042,pop
,0.787,-4.741,0.0452,0.147,,,0.471,158.014,pop
,0.726,-3.499,0.038,0.0706,3.42e-06,0.278,,104.914,pop
0.572,0.964,,0.123,0.0503,,0.372,,129.979,pop
0.671,0.859,-3.922,0.0833,0.0323,0.0,0.267,0.389,139.931,pop
0.781,0.879,-3.725,0.0533,,0.0,0.0546,,119.997,pop
0.565,0.903,-1.918,0.05,0.0746,,0.359,0.538,,pop
0.839,0.902,-3.612,0.0536,0.0868,,0.272,0.639,114.953,pop
0.658,,-2.373,0.0626,0.177,0.0,,,89.994,pop
0.74,0.835,-3.425,0.0839,0.0139,0.0,0.857,0.535,,pop
0.782,0.731,,0.143,0.0376,3.15e-05,,0.824,138.032,pop
,0.744,-4.249,0.0369,0.0149,0.00666,0.0661,0.833,126.018,pop
0.76,0.887,-1.993,0.0409,0.037,0.0,0.138,,130.018,pop
0.566,,-4.342,0.0872,0.0183,0.0,0.108,0.385,170.036,pop
0.737,0.764,,0.0947,0.111,0.0,0.0423,0.924,92.044,pop
0.645,0.862,-4.757,,0.0923,0.0,0.192,0.798,119.991,pop
0.719,,-5.559,0.0613,0.0343,0.0,0.0747,0.634,139.927,pop
0.704,,-3.114,0.082,0.114,0.0,0.228,,96.929,pop
,,-3.211,0.118,0.00481,0.0,0.123,0.422,126.035,pop
0.613,0.842,,0.219,0.0157,0.0,0.23,0.645,169.917,pop
,0.672,-5.277,,0.465,,,0.505,127.986,pop
0.786,0.853,,0.0816,0.0688,0.0,0.0759,,125.034,pop
0.563,0.979,-3.104,0.104,0.00911,0.0,0.249,,126.063,pop
0.652,0.785,,0.0448,0.0667,0.0,,0.662,127.016,pop
0.787,0.543,-6.7,0.037,0.0233,,0.0861,0.332,99.026,pop
0.6,,,0.095,0.0426,,0.0882,0.503,109.863,pop
0.616,,-3.314,0.067,0.315,0.0,0.175,0.595,97.898,pop
0.76,0.842,,0.131,0.0677,0.000123,0.313,0.882,,pop
0.598,,-4.035,0.0545,0.022,0.0,0.0677,0.687,129.819,pop
0.632,,-1.466,0.0494,0.321,,0.223,,129.999,pop
0.702,,,0.0374,0.0514,3.71e-06,0.166,0.735,137.982,pop
0.674,,-2.898,0.0594,0.029,0.0,0.342,0.599,132.04,pop
,0.718,-3.315,,0.059,0.0,0.167,0.24,,pop
0.7,0.873,-2.901,0.0869,0.0148,0.0,0.343,0.612,99.972,pop
,0.804,-3.512,0.0656,0.022,1.76e-05,0.0865,0.795,146.943,pop
0.725,0.94,-2.32,0.0435,0.115,0.00431,0.0864,0.905,127.051,pop
0.718,0.794,-2.877,0.0703,0.0806,,0.0679,0.751,114.285,pop
0.58,0.773,-3.302,0.05,0.656,,0.112,0.506,124.148,pop
,,-3.885,0.0385,0.0119,0.0,0.0887,0.545,122.051,pop
0.615,0.904,-3.955,0.221,0.0881,0.0,0.117,0.692,,pop
0.673,,-3.911,0.0404,0.0582,1.4e-06,0.391,0.609,121.991,pop
0.745,0.739,-4.591,0.0327,0.405,0.000183,0.127,,,pop
0.75,0.883,-1.712,0.0432,0.226,9.84e-05,0.0437,0.85,127.069,pop
0.709,,-2.611,0.0593,0.0572,4.73e-06,0.0732,0.779,106.972,pop
0.76,0.722,-4.429,0.0908,0.00785,0.000326,0.116,0.687,120.055,pop
0.649,,,0.0487,0.0218,,0.066,0.594,128.051,pop
0.64,,,0.0689,0.0261,0.0,0.127,0.413,,pop
0.764,0.836,-2.868,0.0396,0.208,0.0,,,111.934,pop
,0.897,-3.628,0.136,0.0323,0.0,,0.736,140.03,pop
0.732,0.934,-4.618,0.144,0.0774,,0.306,0.898,159.998,pop
0.7,0.806,,0.0491,0.00132,0.0,0.0579,0.616,110.016,pop
0.832,,-4.994,0.0568,0.0334,,,0.722,103.036,pop
0.695,,-2.699,0.0848,0.0733,,0.0789,0.642,,pop
0.729,0.926,-2.129,0.108,0.0796,9.14e-06,0.152,0.743,110.05,pop
0.791,0.674,-4.025,0.0516,0.168,,0.0801,0.963,132.985,pop
0.817,0.82,-3.404,0.194,0.0125,0.0,0.0793,0.422,120.012,pop
0.797,0.722,-5.051,0.0388,0.356,0.0,0.177,,128.01,pop
0.675,0.935,-2.335,0.0627,0.0019,1.31e-06,0.341,0.451,126.083,pop
0.737,0.793,-3.116,0.0369,0.385,2.05e-05,0.325,0.562,120.037,pop
,0.752,-4.049,0.0615,0.0281,0.0,0.101,0.635,,pop
0.672,0.923,-3.684,,0.102,0.0,0.129,0.395,116.028,pop
0.602,0.697,,0.0289,0.0533,,,0.395,,pop
0.621,,-4.573,0.0523,0.0152,0.0,0.427,0.345,117.129,pop
0.659,0.866,-5.117,0.0545,0.018,,0.13,0.705,114.862,pop
0.59,,-5.044,0.0437,0.00064,0.902,0.0512,0.219,127.994,pop
0.544,0.88,-4.917,0.245,0.0634,,0.453,0.491,126.06,pop
0.532,0.616,-7.074,0.0328,0.186,0.0,0.0928,0.292,101.883,pop
0.863,0.588,-7.141,0.0847,0.142,3.42e-05,0.457,,117.911,pop
0.735,,,,,,0.136,,124.004,pop
0.6,,,0.031,0.00168,0.00406,0.0939,,106.997,pop
0.652,0.855,,0.0441,0.00179,,0.0404,0.279,134.009,pop
0.672,,-5.99,0.0472,0.24,0.000417,0.122,0.568,120.008,pop
0.612,0.84,-3.145,0.0509,0.112,0.0,0.116,,129.042,pop
0.739,,,0.046,0.0262,0.00237,,0.46,124.977,pop
0.886,0.84,,0.0502,0.0164,0.00622,0.329,0.203,123.035,pop
0.716,,-7.151,0.0392,0.0031,0.351,0.0819,0.193,128.018,pop
,0.811,-4.53,0.043,0.0012,,0.0896,0.185,128.004,pop
,0.898,-3.604,0.0395,0.0277,,0.166,0.22,127.983,pop
0.662,0.884,-4.104,,0.014,3.7e-05,0.087,0.484,,pop
0.551,,-7.125,0.0281,0.00713,0.00203,0.217,0.153,124.996,pop
0.428,0.656,,0.075,0.0751,0.181,,,79.648,pop
0.407,0.789,-4.229,0.282,0.17,,0.126,0.687,92.933,pop
0.59,,-3.278,0.0439,0.04,4.07e-05,0.142,,127.059,pop
0.819,0.913,-3.059,0.0427,,3.72e-05,0.161,0.536,119.989,pop
0.654,0.859,-4.321,0.166,0.336,,0.0947,,114.87,pop
0.503,,-5.128,0.047,0.579,1.49e-06,0.0712,0.458,,pop
0.688,0.688,,0.0357,0.3,,0.0982,0.451,114.011,pop
0.664,0.705,-4.972,0.0382,0.0654,0.0,0.118,0.477,122.016,pop
0.717,,-6.645,0.053,0.155,0.0,0.133,0.188,105.997,pop
0.862,0.583,-7.181,0.0829,0.133,,0.477,0.777,117.927,pop
,0.702,,0.142,0.0467,,0.268,,,pop
0.624,0.903,-4.54,0.0362,0.0325,0.753,0.0908,0.312,126.047,pop
0.552,0.831,-5.217,0.0298,0.0391,2.93e-06,0.0632,,129.889,pop
0.518,0.783,,0.0406,0.215,9.53e-06,0.14,0.152,125.985,pop
0.504,,,0.0442,0.00434,0.0,0.816,,127.854,pop
0.413,,-4.078,0.0808,0.0289,0.00571,0.343,,128.017,pop
0.645,0.891,-2.505,0.0387,0.0932,3.88e-06,0.379,0.568,124.915,pop
0.634,0.674,-7.145,0.0465,,0.00116,0.102,0.298,115.995,pop
0.654,,,0.0366,0.000629,1.13e-06,0.121,0.548,124.989,pop
0.495,0.831,-5.812,0.0319,0.021,4.79e-05,0.495,0.414,128.064,pop
0.509,0.79,-3.782,0.0374,,6.67e-05,0.316,0.638,127.946,pop
0.568,0.86,,0.0342,0.0189,0.000484,,0.394,129.924,pop
0.67,,-4.306,0.0422,,0.0,0.133,0.608,88.033,pop
0.584,,-6.605,0.0356,0.426,0.0,0.101,0.374,117.817,pop
0.392,0.652,-4.341,0.163,0.42,,0.0929,,201.948,pop
0.584,0.643,-6.415,0.0395,0.288,,0.186,0.53,,pop
0.682,,,0.0397,0.406,,0.174,0.637,120.03,pop
0.679,0.633,-7.063,0.053,0.295,,0.137,0.589,120.92,pop
0.77,,,0.0495,0.0167,,0.353,,121.974,pop
0.818,,-7.326,0.186,0.197,9.39e-05,0.0749,0.365,125.055,pop
0.755,,-4.443,,0.0271,0.0291,0.0799,0.729,,pop
0.689,,-4.708,0.0281,0.108,0.291,0.14,0.672,119.991,pop
0.722,0.812,-3.352,0.0924,0.0205,2.51e-05,0.131,,124.909,pop
0.81,0.847,-4.759,0.0557,0.0181,0.738,0.0609,0.63,120.004,pop
0.679,,-4.399,0.0788,0.106,,0.191,0.596,105.948,pop
0.618,0.657,-5.176,0.0594,0.00378,0.0179,0.223,,,pop
0.688,0.693,-5.287,0.0476,0.0865,0.0,0.272,0.473,114.051,pop
0.704,,-4.05,0.0343,0.42,0.0,0.18,0.33,,pop
0.667,0.921,,0.073,0.00566,0.00696,0.151,0.659,103.005,pop
,0.668,,0.0608,0.0373,0.000272,,,108.0,pop
0.6,0.666,-9.827,0.0394,0.102,0.0,0.118,0.566,99.989,pop
0.796,0.772,-5.245,0.144,0.0469,7.56e-05,0.153,0.962,124.039,pop
0.672,,-8.393,0.0398,0.123,,0.0829,,121.99,pop
0.786,,-6.07,0.0751,0.000147,0.0987,0.11,0.951,130.997,pop
0.667,0.503,-8.217,0.0526,0.552,0.0,0.169,0.584,144.015,pop
,0.78,,0.0832,0.0616,,0.23,0.623,116.025,pop
0.817,,-4.17,0.0839,0.146,2.53e-05,0.111,,,pop
0.696,,-8.736,0.0554,0.0518,,0.128,0.242,,pop
0.629,0.727,-7.117,0.264,0.0447,5.29e-06,0.178,,,pop
0.714,0.454,-9.122,0.245,0.589,0.0,0.113,0.699,98.06,pop
0.822,,,0.052,0.055,,0.105,0.507,109.993,pop
0.809,0.93,-1.915,0.137,0.271,0.000239,0.0512,,,pop
0.424,0.694,-4.912,0.0386,,0.000937,0.133,0.0801,128.034,pop
0.759,0.925,,0.0888,0.00155,0.00101,0.295,0.653,123.986,pop
0.701,0.95,-3.026,0.0675,0.119,0.00355,0.221,0.477,124.002,pop
0.524,,-3.447,0.406,0.197,0.0,0.101,0.45,115.172,pop
0.509,0.689,-4.929,0.102,0.0209,0.0,0.301,,170.087,pop
0.68,0.771,-5.406,0.0421,0.0161,0.0,0.388,0.67,122.023,pop
0.697,0.928,,0.113,0.0158,0.00723,0.503,,124.023,pop
0.605,0.565,-6.029,0.0499,0.798,0.0,0.0946,0.639,96.181,pop
0.688,0.729,-6.56,,0.437,0.00369,0.0928,,110.055,pop
0.852,,,0.0657,0.0264,0.812,0.0953,0.553,125.009,pop
0.541,,,0.362,0.404,3.65e-06,0.358,0.69,95.266,pop
0.585,,-5.915,0.0817,0.034,2.6e-05,0.139,0.533,167.811,pop
0.689,,,0.132,0.119,8.41e-05,,,95.055,pop
0.741,0.52,,0.0656,0.45,1.97e-06,0.222,0.347,102.998,pop
0.52,0.798,-5.498,0.0391,0.101,,0.0932,0.168,101.944,pop
0.683,0.598,,0.0323,0.21,0.000147,0.124,0.468,,pop
,0.633,-6.19,0.0345,0.123,0.0,0.41,,89.909,pop
0.646,0.644,,0.031,0.0243,0.0,,,99.999,pop
0.64,,-7.565,0.226,0.271,,0.319,0.475,,pop
0.832,0.659,-7.828,0.057,0.0839,0.00114,0.0753,0.674,100.163,pop
0.703,0.66,,0.123,0.137,0.0,0.192,,95.031,pop
0.638,,-5.63,0.0528,0.327,1.27e-05,,0.338,,pop
0.695,0.672,-6.109,0.0345,0.014,8.44e-05,0.0756,0.245,104.988,pop
0.853,0.693,-4.337,0.0524,0.0855,7.16e-05,0.11,,,pop
0.782,0.685,-6.237,0.0309,0.166,,0.16,,118.016,pop
0.688,0.688,,0.0357,0.3,0.0,0.0982,0.451,114.011,pop
0.822,0.704,-8.242,0.0374,0.00864,,0.0633,0.255,,pop
0.711,,-4.714,0.0374,0.183,,0.122,0.389,104.912,pop
0.583,0.732,-5.728,0.0457,0.00312,9.86e-06,0.269,0.276,145.992,pop
,0.752,-6.933,0.065,0.251,0.000468,0.0802,0.14,123.97,pop
0.893,0.745,-3.105,0.0571,0.0642,0.0,0.0943,,101.018,pop
0.813,0.781,,0.0341,0.048,0.284,0.0577,0.811,120.99,pop
0.684,0.816,-5.211,0.0322,0.0181,0.0,0.0222,0.702,,pop
,0.795,-3.299,0.0545,,1.21e-06,0.254,,,pop
0.794,0.811,-8.966,0.038,0.0426,1.07e-06,0.101,,116.047,pop
0.484,0.806,,,0.0447,4.48e-05,0.333,0.417,145.127,pop
0.703,0.832,-7.202,,0.00149,0.127,0.0696,0.667,122.029,pop
0.725,0.834,,0.037,0.0784,,,,120.026,pop
0.51,0.835,,0.0447,0.00791,0.0,0.219,0.435,140.024,pop
0.592,,-3.389,0.312,0.206,0.000103,0.0703,0.496,,pop
,0.625,-6.817,0.0428,0.0327,1.93e-05,0.0745,0.494,,pop
0.733,0.786,-7.494,0.0422,0.0931,0.0013,0.1,0.786,102.999,pop
0.379,0.565,-8.06,0.0415,0.586,0.0,0.103,0.385,86.008,pop
,,-5.199,,0.15,,,,,pop
0.63,0.739,-4.266,0.0335,0.146,3.22e-05,0.116,0.761,128.028,pop
0.741,0.565,-6.621,0.0426,0.497,0.0,0.067,0.566,105.116,pop
,0.567,-8.211,0.0382,0.285,6.31e-05,0.145,0.494,107.983,pop
0.561,0.859,-7.556,0.0515,0.0145,0.000933,0.065,0.554,,pop
0.565,0.732,-4.354,0.0716,0.193,,,0.265,114.901,pop
0.699,,,0.0568,0.036,,0.327,0.449,105.054,pop
0.483,0.667,-6.243,0.0912,0.0715,0.0,0.0676,,96.028,pop
0.767,,-8.318,0.0475,0.0383,7.15e-05,0.156,,,pop
0.834,,-6.677,0.0621,0.0777,3.38e-05,,0.458,122.978,pop
0.781,,-4.853,0.232,0.327,0.000248,0.247,0.311,,pop
0.629,0.784,-5.796,,0.0255,0.0,0.172,0.778,103.017,pop
0.84,,,0.109,0.0878,0.0,0.0301,,,pop
0.421,,-4.724,0.127,0.151,0.0,0.635,0.326,175.788,pop
0.732,,-5.451,0.042,0.0671,0.0,0.13,0.793,105.046,pop
,0.848,-4.296,0.0821,0.0374,1.48e-06,0.13,,,pop
0.61,0.753,-5.688,0.119,0.0646,0.0,0.133,,128.074,pop
0.677,0.564,-10.319,0.0507,0.486,3.85e-05,0.103,0.498,96.008,pop
0.773,0.709,-6.51,0.0801,0.0314,9.43e-05,0.084,0.594,119.969,pop
0.655,,-4.891,0.0383,0.0779,0.0,0.137,0.579,110.065,pop
0.633,,-3.904,0.0853,0.00236,0.0295,0.371,0.679,96.009,pop
,,,0.0497,0.0007,,0.33,,121.869,pop
0.694,0.712,-6.645,0.135,0.163,0.0,0.0841,0.515,116.019,pop
0.44,0.666,-4.852,0.0808,0.0473,5.84e-06,0.104,0.686,76.536,pop
0.6,,-5.196,0.0379,0.0314,,0.116,0.437,122.038,pop
0.716,0.664,,0.0396,0.0163,0.000795,0.212,0.356,101.997,pop
0.497,0.814,-4.548,0.058,0.00717,,0.134,0.469,108.038,pop
,,-7.516,0.0874,0.442,0.00025,0.0783,,,pop
0.68,,,0.0719,0.122,1.3e-05,0.0645,,117.012,pop
0.641,0.773,-5.329,0.0345,0.0134,,0.466,,115.014,pop
0.845,,-5.513,0.064,0.0792,,0.0878,0.914,109.993,pop
0.645,0.792,-5.773,0.108,0.143,,0.358,0.678,126.113,pop
0.713,0.652,-7.447,0.0583,,0.0151,0.095,0.386,125.994,pop
0.88,0.751,-4.258,0.0874,0.177,6.43e-05,0.106,0.884,117.948,pop
0.681,0.866,-3.141,0.0404,0.201,0.0,0.28,0.308,,pop
0.727,,,0.0487,0.229,0.0,0.188,0.82,112.083,pop
0.713,,-4.744,0.0582,0.14,1.02e-05,0.174,0.672,,pop
,,-5.73,0.043,0.0824,0.0,0.0391,0.648,120.964,pop
0.543,,-4.247,0.065,0.0667,8.49e-05,0.156,,157.815,pop
0.653,0.69,-5.003,0.0756,0.109,0.0,0.136,0.652,110.214,pop
0.705,0.653,-5.977,0.103,0.098,,0.14,0.627,99.996,pop
0.735,,-3.751,0.0422,0.053,1.46e-05,0.104,0.458,114.043,pop
0.72,0.817,,0.109,0.263,0.0,0.103,0.703,,pop
0.782,,,0.224,0.592,0.0,0.242,,114.932,pop
0.74,,-4.388,0.0475,0.00478,,,,97.963,pop
0.71,0.574,-6.838,,0.102,0.0,0.302,0.364,89.968,pop
0.772,,-6.231,0.0358,0.285,0.0,0.297,0.63,98.091,pop
0.512,,-6.763,0.0891,0.0461,1.46e-05,0.0742,0.598,111.967,pop
0.599,,-3.967,0.0984,0.0192,1.21e-06,0.3,0.881,170.918,pop
0.753,0.507,-9.003,0.139,0.139,,0.0819,0.67,111.984,pop
0.676,0.621,-6.435,0.152,0.148,0.0,0.0795,0.369,109.995,pop
,,-2.253,0.0451,0.0667,0.0,0.582,0.439,88.042,pop
0.667,0.635,-5.924,0.0365,0.0534,0.0,0.0963,0.217,,pop
0.81,,-6.48,,0.247,0.000799,0.0548,0.848,,pop
0.747,0.866,-4.409,0.0373,0.208,0.0627,0.0704,0.327,122.999,pop
0.692,0.861,-4.864,0.0619,0.38,,0.215,,115.029,pop
0.478,0.802,,0.0454,0.0725,0.0,0.136,,200.0,pop
0.69,0.687,-6.084,0.0954,0.319,0.0,,0.615,124.921,pop
0.695,0.772,,0.0643,0.0323,0.00133,0.147,0.342,124.058,pop
,0.774,,0.0345,0.131,,0.0931,0.207,,pop
0.766,0.76,-3.812,0.0875,0.251,1.67e-05,0.213,0.497,110.05,pop
0.501,0.571,-7.775,0.167,0.0548,0.0,0.185,0.371,,pop
0.387,0.693,-7.865,0.0589,0.182,0.0,0.171,,149.187,pop
0.713,,-6.027,0.0308,0.00935,0.000106,0.0804,0.734,121.975,pop
0.709,,-6.572,0.107,0.5,0.0,0.076,0.463,,pop
0.737,,-6.354,0.0896,0.077,0.0,0.0523,0.387,125.005,pop
0.876,0.856,-3.884,0.0486,0.0812,1.29e-06,0.457,0.685,,pop
0.811,0.601,-6.846,0.117,0.0973,0.0,0.059,,127.082,pop
0.69,,-3.105,0.11,0.157,3.62e-06,0.155,0.889,102.044,pop
0.69,0.616,-7.756,0.0303,0.417,0.0,0.228,0.333,103.018,pop
0.645,0.86,-5.694,0.055,0.0252,0.0,0.246,0.584,147.06,pop
0.751,,-9.97,0.188,0.0413,0.0,0.132,0.324,101.962,pop
0.649,,,0.0635,0.127,0.0,0.11,0.323,,pop
0.79,0.81,-3.452,0.0612,0.0137,0.0,0.0755,0.607,,pop
0.803,0.715,-3.28,0.298,0.295,0.000134,0.0574,0.574,101.085,pop
0.561,,-4.243,0.0322,0.106,0.0,,0.675,160.019,pop
0.704,0.225,-14.454,0.0994,0.902,,0.106,0.243,120.006,pop
0.813,0.78,,0.162,0.284,,0.0351,0.79,92.014,pop
0.673,0.752,,0.0567,0.214,,0.106,0.699,,pop
0.627,0.608,-12.914,0.0364,0.00677,0.0,0.233,0.955,,pop
0.881,0.696,,0.0797,0.137,,0.0927,,,pop
0.662,0.519,-6.554,0.106,0.404,,0.121,,145.841,pop
0.658,,-2.814,0.0357,0.0478,0.0,0.12,0.708,93.979,pop
0.591,0.585,-6.35,0.0277,0.143,0.0,0.109,0.324,110.94,pop
0.679,0.857,-3.137,0.0783,0.086,0.0,0.245,0.855,169.999,pop
0.738,0.748,-4.902,0.0453,0.182,0.0,0.11,,94.949,pop
0.637,0.65,-6.646,0.186,0.682,2.2e-06,0.0786,0.736,176.075,pop
0.789,,-5.781,0.0729,0.0982,0.0,0.0962,0.549,96.035,pop
,,-7.158,0.0608,0.0101,1.95e-06,0.0908,0.333,113.015,pop
0.786,0.808,-3.702,0.0882,0.0846,0.000289,0.0822,0.609,105.027,pop
0.628,,-3.981,0.0545,0.0951,0.0,0.0825,0.782,,pop
,,-6.713,0.0706,0.208,8.01e-05,0.103,0.631,114.998,pop
0.886,0.752,-3.819,0.0949,0.191,2.76e-06,0.146,0.435,94.066,pop
0.808,0.745,-5.26,0.342,,0.0,0.292,0.829,165.995,pop
0.734,0.836,-4.803,0.0735,0.017,1.64e-05,0.179,0.623,80.002,pop
0.87,,-5.395,0.126,0.0253,0.0063,0.0872,0.593,100.013,pop
0.759,,-6.039,0.0287,0.037,,,0.75,,pop
0.795,0.885,-4.13,0.0713,0.0375,0.00638,,,126.037,pop
0.764,0.32,,0.0546,0.837,0.0,0.0822,,91.019,pop
0.547,0.889,,0.0586,0.0759,0.0,0.127,0.449,150.031,pop
0.609,0.718,-7.177,0.045,0.6,0.0,0.082,0.426,93.94,pop
0.668,0.801,,0.0372,0.0124,0.00142,0.0946,0.753,,pop
0.711,,,0.162,0.168,0.0,0.296,0.465,180.039,pop
0.513,0.796,-4.075,,0.00147,0.000209,0.0938,0.345,171.017,pop
0.741,,,0.101,0.169,,0.0542,0.702,,pop
0.501,,,0.0319,0.751,0.0,0.105,0.446,109.891,pop
0.872,0.579,,0.113,0.0699,2.38e-06,0.116,0.483,,pop
0.474,,-5.884,0.343,0.0687,0.0,0.132,,180.051,pop
0.563,0.729,-4.178,0.16,0.0623,0.0,0.0378,0.726,80.51,pop
,,-1.843,0.0503,0.193,0.00979,0.23,0.872,94.987,pop
0.704,0.758,-3.537,0.0402,,,0.0924,0.534,120.003,pop
0.824,0.714,-2.788,0.051,0.432,,0.442,0.77,97.035,pop
0.754,0.646,-5.795,0.317,0.152,1.85e-05,0.108,0.429,176.089,pop
0.755,0.792,-4.238,0.0484,0.028,0.0,0.0754,0.844,106.014,pop
0.74,0.842,-3.408,0.0465,0.0523,0.0,0.114,0.879,,pop
0.591,0.841,-4.351,0.0304,0.0119,0.0,0.395,,109.034,pop
0.624,0.74,-6.965,0.0363,0.156,0.0,0.103,0.905,89.983,pop
0.531,0.75,,0.111,0.00632,,0.117,0.198,169.954,pop
0.626,0.568,-10.307,0.216,0.629,5.8e-05,0.112,,179.821,pop
0.737,0.86,-2.652,,0.11,1.94e-06,0.0574,0.656,93.989,pop
0.745,0.881,-2.587,0.0506,0.255,0.0,0.25,0.961,157.985,pop
0.735,,,0.141,0.0203,2.08e-05,0.0941,0.622,,pop
0.448,0.603,,0.064,0.433,0.0,0.0862,0.422,205.272,pop
0.764,0.603,-6.951,0.328,0.0538,0.0,0.097,,142.465,pop
0.756,0.851,-3.33,0.0674,0.0336,0.0,0.126,0.934,75.014,pop
0.553,,,0.0319,0.814,0.0,0.113,0.248,,pop
0.505,0.34,-9.005,0.0438,0.576,0.0,0.21,0.0916,,pop
0.885,,,0.204,0.205,0.0,0.671,0.818,,pop
